,YEAR,MONTH,DAY,HOURS,MINUTES,LATITUDE,LONGITUDE,MAGNITUDE
14484,1984,11,6,19,52,38.67,24.97,3.9
14485,1984,11,7,7,21,38.7,20.52,3.7
14487,1984,11,7,17,33,38.15,25.69,3.1
14488,1984,11,7,17,44,36.62,23.52,3.1
14490,1984,11,7,19,37,36.45,23.36,3.1
14491,1984,11,8,2,40,37.12,21.78,3.2
14492,1984,11,8,4,44,38.1,26.24,3.3
14493,1984,11,8,11,15,37.11,21.77,3.2
14494,1984,11,8,19,17,37.05,21.8,3.2
14496,1984,11,9,9,51,38.28,22.06,3.4
14497,1984,11,9,9,59,38.28,22.12,3.0
14498,1984,11,9,11,46,38.34,21.97,3.1
14499,1984,11,9,13,40,38.99,22.13,3.2
14500,1984,11,9,15,57,38.32,22.08,3.0
14501,1984,11,9,16,58,38.29,22.09,3.3
14502,1984,11,9,20,58,38.22,22.06,3.2
14503,1984,11,10,3,18,37.14,21.8,3.2
14504,1984,11,10,3,24,37.15,21.86,3.3
14505,1984,11,10,3,58,37.12,21.83,3.3
14506,1984,11,10,4,56,37.92,21.97,3.1
14507,1984,11,10,7,51,38.58,22.36,3.0
14509,1984,11,10,16,6,38.47,22.18,3.1
14510,1984,11,10,16,47,37.12,21.79,3.2
14511,1984,11,10,17,31,37.2,22.0,3.1
14512,1984,11,10,23,45,37.02,21.79,3.3
14514,1984,11,11,13,40,37.11,21.81,3.2
14515,1984,11,12,9,22,38.18,22.15,3.0
14517,1984,11,14,1,51,38.23,22.15,3.0
14518,1984,11,14,14,53,40.74,23.37,4.0
14519,1984,11,14,17,15,37.11,21.84,3.3
14520,1984,11,15,7,23,39.03,25.53,3.3
14521,1984,11,15,12,20,39.08,25.44,3.3
14522,1984,11,15,18,30,39.3,23.49,3.0
14523,1984,11,16,3,58,38.24,22.6,2.8
14524,1984,11,18,7,4,39.47,24.24,3.2
14525,1984,11,18,8,23,37.12,21.67,3.3
14526,1984,11,18,14,47,39.75,20.59,4.2
14527,1984,11,19,4,42,37.16,21.82,3.4
14528,1984,11,19,14,54,37.09,21.79,3.6
14529,1984,11,20,0,34,40.08,24.8,3.8
14530,1984,11,20,0,59,40.14,24.77,3.5
14531,1984,11,20,8,3,40.29,24.96,3.9
14532,1984,11,20,9,49,40.33,24.95,4.0
14533,1984,11,20,15,41,35.61,26.54,4.1
14534,1984,11,20,19,30,38.35,22.14,3.2
14535,1984,11,20,23,21,37.11,21.65,3.3
14536,1984,11,21,11,50,37.0,23.26,3.1
14537,1984,11,21,16,53,35.96,24.08,3.4
14538,1984,11,21,22,2,40.24,23.54,3.6
14539,1984,11,22,3,38,38.04,22.74,2.6
14540,1984,11,23,17,28,37.98,21.97,3.1
14541,1984,11,23,23,26,38.2,22.14,3.0
14542,1984,11,24,9,15,38.35,22.27,2.9
14543,1984,11,24,19,45,38.38,22.2,3.1
14545,1984,11,25,11,30,38.87,21.88,3.1
14546,1984,11,25,23,16,37.07,21.71,3.3
14547,1984,11,26,0,37,37.12,21.79,3.1
14548,1984,11,26,6,54,37.03,21.81,3.2
14549,1984,11,26,12,9,38.87,24.16,3.0
14550,1984,11,27,4,18,38.21,22.13,3.0
14552,1984,11,28,15,27,38.23,22.41,3.0
14553,1984,11,28,20,53,38.28,22.01,3.1
14554,1984,11,28,22,14,38.25,22.05,3.2
14555,1984,11,29,11,54,38.26,21.97,3.1
14557,1984,11,29,20,2,37.48,23.18,2.7
14558,1984,11,29,23,41,38.38,22.13,3.0
14559,1984,11,30,2,32,38.56,21.47,3.4
14560,1984,11,30,14,0,38.33,22.06,3.2
14561,1984,12,1,6,21,37.89,22.85,2.7
14562,1984,12,1,6,32,38.42,22.15,3.0
14563,1984,12,1,23,25,38.23,20.64,3.6
14564,1984,12,3,2,36,39.95,20.97,3.8
14565,1984,12,4,2,24,38.32,22.17,3.0
14566,1984,12,5,6,21,38.74,23.76,3.1
14567,1984,12,5,11,45,39.17,20.73,4.1
14568,1984,12,6,4,28,37.88,21.32,3.3
14569,1984,12,7,0,9,39.28,22.88,4.1
14571,1984,12,7,19,42,39.3,23.0,3.1
14572,1984,12,8,17,52,37.68,20.63,3.9
14573,1984,12,9,3,29,37.77,21.11,3.4
14574,1984,12,9,16,45,37.81,21.8,3.6
14575,1984,12,9,19,9,38.23,23.37,3.0
14576,1984,12,10,7,22,38.36,22.17,3.2
14577,1984,12,10,11,1,37.13,21.81,3.6
14578,1984,12,10,17,46,37.74,21.7,3.2
14579,1984,12,11,15,12,39.14,23.48,3.1
14580,1984,12,11,19,28,37.17,21.82,3.3
14581,1984,12,11,23,30,37.13,21.86,3.2
14582,1984,12,13,15,40,38.53,25.22,3.2
14586,1984,12,15,9,1,39.91,22.72,4.4
14587,1984,12,16,12,8,37.15,24.13,3.7
14588,1984,12,16,14,43,37.65,21.39,3.3
14589,1984,12,16,19,40,36.29,26.7,3.9
14590,1984,12,17,5,19,37.15,21.8,3.3
14591,1984,12,17,16,49,37.15,21.87,3.4
14592,1984,12,17,22,22,37.08,21.78,3.3
14593,1984,12,18,1,29,37.16,21.79,3.2
14595,1984,12,19,0,15,40.14,23.53,3.6
14596,1984,12,19,10,40,38.08,22.96,2.8
14597,1984,12,20,12,23,39.52,20.09,4.0
14598,1984,12,22,11,50,40.03,22.65,3.8
14599,1984,12,23,1,59,37.84,22.43,3.6
14600,1984,12,23,22,39,38.7,24.77,2.8
14601,1984,12,25,11,13,38.06,20.44,3.6
14602,1984,12,25,23,10,39.85,22.68,3.3
14603,1984,12,26,6,35,37.52,21.55,3.2
