,YEAR,MONTH,DAY,HOURS,MINUTES,LATITUDE,LONGITUDE,MAGNITUDE
58747,2006,5,4,22,26,39.73,21.39,3.3
58748,2006,5,4,22,28,40.43,25.89,3.8
58749,2006,5,4,23,23,39.22,20.95,3.2
58750,2006,5,5,0,12,40.39,25.77,3.4
58751,2006,5,5,2,21,39.34,21.01,3.1
58753,2006,5,5,6,16,38.28,22.63,4.3
58756,2006,5,5,9,45,37.73,21.01,3.2
58757,2006,5,5,14,13,38.69,22.61,3.0
58758,2006,5,5,15,26,37.57,20.88,3.5
58762,2006,5,5,23,20,34.88,26.13,2.9
58763,2006,5,6,0,10,37.19,24.01,2.6
58764,2006,5,6,0,56,37.87,21.1,3.6
58766,2006,5,6,5,28,41.24,24.36,3.1
58767,2006,5,6,7,1,37.43,22.2,3.1
58768,2006,5,6,7,3,38.02,21.15,2.9
58769,2006,5,6,8,46,38.68,22.93,2.9
58771,2006,5,6,13,27,39.69,21.15,2.7
58773,2006,5,6,20,26,38.75,23.25,4.0
58777,2006,5,7,2,29,38.13,20.56,3.3
58778,2006,5,7,2,37,37.76,21.07,3.0
58783,2006,5,7,22,16,37.76,20.67,3.6
58784,2006,5,7,22,52,39.66,20.47,3.2
58785,2006,5,8,0,11,35.25,25.47,3.1
58786,2006,5,8,0,33,36.0,27.18,3.4
58791,2006,5,8,7,34,37.74,20.96,4.1
58793,2006,5,8,8,56,40.49,23.93,3.2
58794,2006,5,8,14,0,36.05,26.38,3.1
58795,2006,5,8,15,10,39.66,21.02,3.0
58796,2006,5,8,16,38,37.82,21.08,3.6
58800,2006,5,8,17,36,36.89,23.69,3.0
58802,2006,5,8,18,22,39.8,19.97,4.4
58803,2006,5,8,23,6,37.87,26.72,3.2
58807,2006,5,9,5,41,37.68,20.89,3.2
58808,2006,5,9,7,45,36.81,22.82,2.7
58809,2006,5,9,10,8,37.58,20.88,3.1
58812,2006,5,9,13,55,41.06,23.21,3.2
58814,2006,5,9,18,43,37.56,20.91,3.6
58815,2006,5,9,19,5,35.02,26.28,3.2
58817,2006,5,9,20,43,37.64,20.9,3.0
58820,2006,5,9,22,7,36.5,26.94,3.0
58821,2006,5,9,22,30,37.63,20.91,3.3
58824,2006,5,10,1,6,34.8,24.15,3.3
58825,2006,5,10,3,5,39.9,20.67,3.3
58828,2006,5,10,5,46,37.91,21.01,3.1
58830,2006,5,10,6,58,37.21,21.49,3.1
58831,2006,5,10,7,1,40.51,23.47,4.0
58832,2006,5,10,11,25,40.55,23.31,3.0
58833,2006,5,10,13,27,35.52,26.63,2.9
58834,2006,5,10,14,11,39.46,20.68,3.1
58836,2006,5,10,15,45,40.73,23.64,3.2
58840,2006,5,10,22,27,34.88,25.72,3.3
58841,2006,5,10,23,5,37.58,20.93,3.4
58843,2006,5,11,0,2,38.06,22.14,2.9
58844,2006,5,11,1,47,36.19,23.5,3.9
58848,2006,5,11,3,18,38.02,20.7,3.5
58851,2006,5,11,6,41,38.43,21.82,3.4
58852,2006,5,11,8,33,36.59,26.53,3.3
58853,2006,5,11,13,18,37.58,22.09,2.9
58854,2006,5,11,14,27,35.03,26.31,3.0
58855,2006,5,11,14,56,41.31,24.16,3.3
58857,2006,5,11,16,10,37.61,20.9,3.1
58858,2006,5,11,16,24,37.63,26.82,2.9
58859,2006,5,11,16,30,38.41,23.77,3.4
58860,2006,5,11,17,16,37.93,21.1,3.6
58861,2006,5,11,19,24,38.25,20.29,3.3
58863,2006,5,11,22,48,36.39,22.9,3.0
58864,2006,5,11,23,49,35.09,26.33,3.3
58865,2006,5,11,23,54,34.99,26.26,2.9
58866,2006,5,12,0,24,37.78,20.94,3.3
58868,2006,5,12,2,40,37.69,21.04,3.0
58869,2006,5,12,5,15,37.75,21.02,3.2
58870,2006,5,12,6,59,37.69,21.0,3.2
58871,2006,5,12,14,1,37.71,21.02,3.2
58872,2006,5,12,15,43,37.76,20.89,3.1
58873,2006,5,12,16,39,38.31,21.4,3.4
58874,2006,5,12,17,38,37.75,20.9,3.6
58875,2006,5,12,17,42,37.75,20.75,3.1
58876,2006,5,12,19,41,39.68,20.82,3.2
58881,2006,5,13,0,34,40.71,23.61,3.1
58883,2006,5,13,2,59,36.34,28.09,3.2
58884,2006,5,13,5,25,34.89,25.76,3.3
58886,2006,5,13,6,52,38.75,21.27,3.2
58888,2006,5,13,13,23,37.62,20.97,3.6
58889,2006,5,13,14,11,37.58,20.77,3.2
58890,2006,5,13,15,32,38.85,22.12,3.8
58891,2006,5,13,15,37,39.43,20.88,3.0
58893,2006,5,13,19,32,36.32,23.68,2.6
58894,2006,5,13,22,49,37.58,20.93,3.5
58895,2006,5,13,23,0,37.63,20.92,3.4
58897,2006,5,13,23,49,37.75,21.0,3.6
58898,2006,5,14,2,5,37.61,21.0,3.7
58900,2006,5,14,2,11,36.71,27.24,3.0
58901,2006,5,14,3,38,37.7,22.77,3.4
58903,2006,5,14,5,14,37.73,20.88,3.1
58905,2006,5,14,10,39,38.64,21.05,3.0
58906,2006,5,14,12,5,37.67,20.92,3.5
58907,2006,5,14,12,19,37.67,22.81,2.8
58908,2006,5,14,13,12,37.56,20.84,3.2
58910,2006,5,14,15,20,37.75,20.9,3.0
58911,2006,5,14,15,23,37.77,20.89,2.9
58912,2006,5,14,17,9,37.75,20.88,3.2
58913,2006,5,14,18,43,34.94,24.71,3.4
58915,2006,5,14,19,39,39.34,21.0,3.2
58916,2006,5,14,19,57,37.49,22.04,3.4
58917,2006,5,14,23,44,37.65,22.04,3.1
58918,2006,5,15,1,0,34.97,23.89,3.1
58921,2006,5,15,4,22,35.77,25.99,4.5
58922,2006,5,15,4,35,39.99,23.55,3.0
58924,2006,5,15,6,34,39.86,20.79,3.4
58925,2006,5,15,7,51,38.69,22.56,3.7
58926,2006,5,15,8,17,37.7,21.07,2.9
58927,2006,5,15,8,58,38.69,22.56,3.0
58928,2006,5,15,11,58,37.58,20.93,3.4
58929,2006,5,15,12,13,37.73,20.89,3.4
58933,2006,5,15,18,16,37.66,20.96,3.2
58934,2006,5,15,18,27,38.51,25.5,3.1
58935,2006,5,15,19,7,36.44,27.77,3.3
58936,2006,5,15,19,33,38.47,21.18,3.1
58937,2006,5,15,21,8,37.51,22.05,3.7
58939,2006,5,16,0,31,35.77,26.95,3.1
58940,2006,5,16,0,44,38.28,22.08,3.2
58941,2006,5,16,2,39,37.61,20.88,3.1
58943,2006,5,16,3,38,35.5,25.57,3.2
58944,2006,5,16,3,39,35.67,25.55,3.2
58945,2006,5,16,7,33,36.02,23.56,2.9
58948,2006,5,16,20,19,37.58,20.91,3.0
58949,2006,5,16,22,1,36.15,24.2,3.4
58951,2006,5,16,23,44,37.74,21.0,3.6
58953,2006,5,17,4,24,37.72,20.93,2.9
58956,2006,5,17,6,57,38.71,23.23,2.9
58959,2006,5,17,9,47,38.33,22.05,3.2
58960,2006,5,17,10,14,37.65,20.92,3.1
58961,2006,5,17,14,2,36.09,24.38,3.0
58962,2006,5,17,17,4,40.25,22.53,3.2
58963,2006,5,17,18,17,36.09,27.58,3.3
58965,2006,5,17,19,57,40.22,22.47,3.1
58967,2006,5,17,21,40,37.66,20.86,2.9
58968,2006,5,17,22,46,37.66,21.02,2.8
58969,2006,5,17,23,59,36.17,22.94,3.1
58972,2006,5,18,1,36,37.68,20.99,2.8
58973,2006,5,18,2,25,40.23,22.54,4.1
58976,2006,5,18,4,58,34.81,25.79,3.7
58977,2006,5,18,7,45,40.25,22.49,3.6
58979,2006,5,18,11,13,38.32,21.92,3.2
58982,2006,5,18,12,46,37.35,21.83,3.1
58983,2006,5,18,12,48,37.51,21.97,3.4
58984,2006,5,18,13,13,37.49,22.04,3.5
58986,2006,5,18,16,57,39.3,21.55,3.3
58989,2006,5,18,22,23,37.63,20.96,3.3
58990,2006,5,18,23,31,37.48,21.98,3.2
58992,2006,5,19,2,56,38.78,23.23,2.8
58993,2006,5,19,4,1,38.35,21.77,3.3
58994,2006,5,19,4,16,35.34,23.63,3.2
58996,2006,5,19,4,51,37.73,21.03,3.2
58998,2006,5,19,9,22,37.87,20.93,3.3
58999,2006,5,19,10,31,35.93,23.18,3.3
59000,2006,5,19,11,54,37.67,20.99,3.4
59003,2006,5,19,14,43,38.26,22.18,3.1
59004,2006,5,19,17,46,38.86,23.38,3.0
59005,2006,5,19,20,12,37.7,20.89,3.1
59007,2006,5,19,21,48,40.37,21.28,3.3
59008,2006,5,19,22,18,35.12,24.44,3.0
59009,2006,5,19,22,52,34.82,25.63,3.8
59010,2006,5,20,0,40,38.15,22.65,3.1
59012,2006,5,20,1,7,36.22,23.39,3.2
59013,2006,5,20,2,24,37.63,20.87,3.4
59015,2006,5,20,3,32,37.82,20.98,3.1
59016,2006,5,20,4,15,40.21,22.54,3.4
59017,2006,5,20,7,6,38.14,21.03,3.0
59019,2006,5,20,8,23,37.59,20.93,3.3
59021,2006,5,20,12,34,37.58,20.91,3.2
59022,2006,5,20,13,41,41.05,24.92,3.0
59023,2006,5,20,18,59,37.62,20.89,3.2
59024,2006,5,20,20,57,37.68,20.85,3.3
59025,2006,5,21,1,0,39.55,20.69,3.2
59026,2006,5,21,2,27,38.34,22.0,3.3
59027,2006,5,21,2,58,39.75,24.02,2.8
59029,2006,5,21,12,14,40.16,22.41,3.1
59030,2006,5,21,12,43,37.7,20.99,3.4
59031,2006,5,21,13,55,37.69,20.81,3.2
59033,2006,5,21,16,27,38.41,21.91,3.0
59034,2006,5,21,19,31,37.67,20.97,3.1
59035,2006,5,21,20,3,37.63,20.94,3.4
59037,2006,5,22,0,4,38.67,20.58,3.6
59040,2006,5,22,8,27,37.66,20.87,3.3
59041,2006,5,22,9,27,39.48,20.67,3.6
59043,2006,5,22,13,13,37.28,21.98,3.1
59044,2006,5,22,15,14,35.55,23.61,3.1
59045,2006,5,22,16,54,36.99,21.57,3.4
59046,2006,5,22,17,4,39.37,23.13,2.9
59048,2006,5,22,20,34,37.75,21.1,3.2
59049,2006,5,22,21,20,36.66,22.3,3.2
59050,2006,5,23,1,15,37.68,21.0,3.3
59051,2006,5,23,1,19,39.06,22.92,2.7
59052,2006,5,23,2,24,35.5,26.91,3.0
59053,2006,5,23,3,1,38.79,23.02,2.9
59055,2006,5,23,8,35,39.5,19.8,3.4
59056,2006,5,23,9,55,36.99,26.76,2.8
59057,2006,5,23,11,4,37.84,21.04,3.0
59058,2006,5,23,11,12,34.87,24.85,3.0
59060,2006,5,23,12,20,37.85,21.1,3.2
59061,2006,5,23,15,40,36.88,22.94,2.7
59062,2006,5,23,18,11,37.57,20.9,3.3
59063,2006,5,23,19,49,37.28,22.04,3.0
59064,2006,5,23,20,10,37.92,21.01,2.8
59065,2006,5,23,22,38,37.84,20.93,2.8
59066,2006,5,23,23,8,38.41,21.74,2.9
59067,2006,5,23,23,29,38.45,21.63,2.9
59068,2006,5,24,0,40,38.3,22.6,3.2
59069,2006,5,24,1,7,38.4,21.76,2.8
59070,2006,5,24,1,48,38.4,21.78,2.9
59071,2006,5,24,2,22,38.81,20.97,2.7
59072,2006,5,24,4,25,38.17,20.53,3.3
59073,2006,5,24,4,50,37.67,20.93,3.3
59074,2006,5,24,6,25,38.48,21.55,3.0
59075,2006,5,24,8,24,38.47,21.52,3.1
59076,2006,5,24,10,25,37.91,20.98,3.1
59077,2006,5,24,11,18,39.5,19.76,3.2
59078,2006,5,24,11,26,37.67,20.98,3.1
59079,2006,5,24,11,31,36.23,23.4,3.6
59080,2006,5,24,12,22,40.31,20.77,3.0
59081,2006,5,24,12,37,38.47,21.56,2.9
59082,2006,5,24,16,54,35.02,25.23,2.9
59083,2006,5,24,17,24,38.77,21.23,3.2
59084,2006,5,24,19,20,40.17,22.47,3.0
59086,2006,5,24,22,55,38.45,21.61,3.2
59087,2006,5,24,23,33,38.46,21.58,3.0
59088,2006,5,25,0,7,38.08,20.44,3.7
59089,2006,5,25,0,26,38.44,21.66,3.1
59092,2006,5,25,6,37,41.19,23.25,3.2
59094,2006,5,25,11,5,35.84,23.61,2.9
59095,2006,5,25,12,3,37.99,21.43,2.8
59097,2006,5,25,12,42,37.65,20.91,2.9
59100,2006,5,25,13,34,38.31,21.88,2.9
59104,2006,5,25,20,2,38.93,22.9,3.1
59107,2006,5,25,23,53,39.13,23.65,2.9
59111,2006,5,26,2,56,37.66,20.89,2.9
59112,2006,5,26,4,22,38.47,21.75,3.1
59114,2006,5,26,7,32,38.63,21.51,3.3
59116,2006,5,26,17,31,37.65,20.9,3.4
59120,2006,5,27,3,29,36.14,23.32,3.6
59121,2006,5,27,7,1,36.57,25.75,3.4
59122,2006,5,27,8,58,36.24,23.7,3.0
59126,2006,5,27,17,56,37.69,20.9,3.5
59128,2006,5,27,20,43,37.7,20.86,3.3
59129,2006,5,27,22,4,37.75,21.05,2.9
59133,2006,5,28,5,9,37.63,20.96,3.7
59134,2006,5,28,12,10,40.22,22.5,3.2
59137,2006,5,28,20,30,39.12,21.16,3.3
59139,2006,5,28,22,56,38.34,21.85,3.3
59141,2006,5,29,2,37,38.84,26.13,3.3
59142,2006,5,29,2,56,37.47,24.15,2.8
59144,2006,5,29,5,11,37.7,20.94,3.1
59145,2006,5,29,5,20,39.03,21.38,3.2
59146,2006,5,29,9,57,39.34,20.95,3.1
59147,2006,5,29,11,9,37.68,20.95,3.3
59149,2006,5,29,14,48,37.72,20.82,3.5
59152,2006,5,29,17,17,38.91,21.47,3.4
59155,2006,5,29,20,18,38.93,21.51,3.5
59156,2006,5,29,20,56,38.98,21.39,3.2
59157,2006,5,29,21,41,35.16,23.91,3.3
59158,2006,5,29,22,58,38.65,21.89,2.9
59159,2006,5,30,1,14,38.14,22.67,2.8
59160,2006,5,30,5,46,40.23,22.51,3.3
59161,2006,5,30,6,22,35.14,26.16,3.4
59162,2006,5,30,8,5,38.62,21.61,3.4
59163,2006,5,30,8,8,38.61,21.6,3.0
59164,2006,5,30,8,46,39.8,20.69,3.5
59166,2006,5,30,14,25,38.63,21.28,3.1
59171,2006,5,31,2,53,40.18,22.48,3.2
59172,2006,5,31,3,51,36.32,23.67,3.0
59173,2006,5,31,8,45,37.73,20.86,3.1
59175,2006,5,31,9,37,37.8,20.89,3.0
59176,2006,5,31,10,0,38.12,22.66,3.1
59178,2006,5,31,10,26,38.35,23.36,3.0
59179,2006,5,31,10,36,36.88,26.76,3.4
59181,2006,5,31,12,25,37.63,20.92,3.5
59182,2006,5,31,12,31,38.06,20.97,3.1
59184,2006,5,31,18,40,36.31,23.3,3.1
59185,2006,5,31,19,43,34.73,24.14,3.3
59187,2006,5,31,20,39,37.61,20.96,3.5
59188,2006,5,31,21,14,38.13,22.67,2.9
59190,2006,5,31,22,55,39.83,20.71,3.4
59191,2006,6,1,2,9,36.09,27.14,3.2
59192,2006,6,1,4,2,37.55,20.88,3.0
59193,2006,6,1,5,24,37.61,20.95,3.0
59194,2006,6,1,7,52,38.05,21.54,3.4
59197,2006,6,1,22,15,35.72,26.28,2.7
59198,2006,6,1,22,24,37.72,20.88,3.1
59201,2006,6,2,2,0,36.54,26.87,2.9
59204,2006,6,2,8,31,37.64,20.91,3.4
59205,2006,6,2,9,24,36.04,23.52,3.2
59208,2006,6,2,14,15,39.04,22.03,3.0
59209,2006,6,2,22,12,37.53,22.59,3.5
59210,2006,6,2,23,14,40.83,22.88,3.1
59211,2006,6,2,23,24,37.56,20.91,3.1
59212,2006,6,3,0,7,39.15,21.69,2.9
59213,2006,6,3,2,25,40.65,24.01,2.8
59214,2006,6,3,4,9,39.49,19.8,3.2
59215,2006,6,3,6,9,39.75,20.74,3.3
59216,2006,6,3,8,8,38.74,25.56,3.3
59218,2006,6,3,14,7,40.48,21.68,3.0
59220,2006,6,3,16,32,39.07,25.33,3.3
59221,2006,6,3,22,20,38.46,25.31,3.3
59222,2006,6,4,1,47,36.74,24.36,3.2
59223,2006,6,4,6,39,38.14,22.49,3.0
59224,2006,6,4,11,57,39.6,20.45,3.2
59225,2006,6,4,12,57,39.2,24.29,3.2
59227,2006,6,4,14,53,39.45,20.66,3.4
59229,2006,6,4,20,31,37.68,21.91,3.1
59231,2006,6,5,11,44,35.92,23.71,3.1
59233,2006,6,5,20,22,35.55,25.78,3.5
59234,2006,6,5,22,42,38.61,23.76,3.1
59235,2006,6,5,22,42,37.44,24.09,3.3
59236,2006,6,5,22,50,38.55,23.72,2.9
59237,2006,6,6,1,53,38.64,23.75,3.3
59238,2006,6,6,4,7,37.36,22.07,3.2
59239,2006,6,6,8,9,38.57,23.61,2.6
59240,2006,6,6,8,58,38.59,22.08,2.9
59241,2006,6,6,9,6,37.63,21.01,3.8
59242,2006,6,6,12,53,35.78,24.8,3.4
59243,2006,6,6,14,17,38.3,22.08,3.0
59244,2006,6,6,17,42,36.73,26.66,3.5
59245,2006,6,6,17,42,37.62,26.02,3.1
59247,2006,6,6,20,56,38.96,21.41,3.1
59250,2006,6,7,1,51,39.07,23.38,3.3
59251,2006,6,7,6,15,37.69,20.89,3.0
59252,2006,6,7,13,29,35.41,26.89,3.1
59254,2006,6,7,17,57,38.6,23.69,3.2
59255,2006,6,7,18,3,37.7,20.95,3.2
59259,2006,6,7,21,11,39.95,20.55,3.0
59260,2006,6,7,22,44,39.73,19.52,3.6
59261,2006,6,8,7,15,36.25,24.96,3.2
59262,2006,6,8,8,57,37.54,21.61,3.2
59263,2006,6,8,12,15,38.59,23.7,3.3
59264,2006,6,8,12,26,38.44,21.75,2.8
59266,2006,6,8,14,38,38.63,23.79,4.1
59267,2006,6,8,14,42,38.25,23.19,2.6
59268,2006,6,8,15,4,38.58,23.74,2.8
59269,2006,6,8,15,14,39.17,23.86,2.6
59270,2006,6,8,15,28,38.57,23.65,2.7
59271,2006,6,8,15,31,38.64,23.73,2.7
59272,2006,6,8,15,43,38.57,23.61,2.8
59273,2006,6,8,16,5,38.6,23.7,2.9
59274,2006,6,8,16,50,38.5,23.61,2.7
59275,2006,6,8,16,53,36.78,26.46,3.0
59276,2006,6,8,17,10,38.56,23.59,2.9
59277,2006,6,8,17,12,38.55,23.89,2.6
59278,2006,6,8,17,15,38.58,23.68,2.7
59279,2006,6,8,17,52,38.74,23.75,2.8
59280,2006,6,8,18,5,38.75,23.81,2.9
59281,2006,6,8,19,3,38.61,23.67,3.0
59282,2006,6,8,19,6,36.77,23.6,3.1
59283,2006,6,8,19,27,35.6,24.21,3.3
59284,2006,6,8,19,28,38.06,23.83,2.6
59285,2006,6,8,19,42,38.66,23.73,2.9
59288,2006,6,8,21,14,35.37,23.71,3.7
59289,2006,6,8,21,22,38.68,23.77,3.0
59290,2006,6,8,21,40,38.6,23.72,2.6
59291,2006,6,9,0,10,38.25,21.78,3.2
59292,2006,6,9,0,53,38.58,23.54,2.7
59293,2006,6,9,2,23,38.57,23.65,2.7
59295,2006,6,9,6,4,38.29,21.58,3.3
59296,2006,6,9,8,16,38.6,23.76,3.8
59297,2006,6,9,8,35,39.3,23.69,3.3
59298,2006,6,9,9,2,38.52,23.64,2.9
59299,2006,6,9,9,44,38.45,23.52,2.8
59300,2006,6,9,10,39,38.53,23.63,2.9
59302,2006,6,9,11,16,35.97,23.41,3.1
59303,2006,6,9,11,59,38.58,23.71,3.3
59304,2006,6,9,16,12,39.62,19.87,3.2
59306,2006,6,9,17,10,36.48,23.77,3.2
59307,2006,6,9,19,46,38.59,23.77,3.3
59308,2006,6,9,20,11,38.57,23.65,2.8
59309,2006,6,9,20,22,39.68,19.74,3.4
59310,2006,6,10,0,2,38.29,21.59,3.4
59312,2006,6,10,5,30,35.33,27.02,3.8
59313,2006,6,10,6,5,38.56,23.63,2.8
59314,2006,6,10,6,10,38.6,23.61,2.6
59317,2006,6,10,7,25,38.6,23.74,3.1
59318,2006,6,10,9,54,39.57,25.86,3.5
59319,2006,6,10,11,8,35.16,26.38,4.3
59321,2006,6,10,11,42,36.37,27.82,3.2
59323,2006,6,10,12,47,38.6,23.75,3.0
59325,2006,6,10,16,39,38.6,23.77,3.2
59326,2006,6,10,18,4,40.45,25.87,3.6
59327,2006,6,10,20,48,38.56,23.62,2.7
59329,2006,6,10,21,24,36.29,23.16,3.3
59331,2006,6,10,23,48,38.3,21.77,3.3
59332,2006,6,11,1,57,35.37,27.26,3.7
59333,2006,6,11,2,39,40.46,25.9,3.4
59335,2006,6,11,3,23,39.55,23.96,3.3
59336,2006,6,11,3,55,35.97,23.91,3.4
59337,2006,6,11,4,10,39.58,23.88,3.0
59338,2006,6,11,4,19,36.62,22.71,3.2
59339,2006,6,11,5,6,38.17,21.89,3.1
59340,2006,6,11,5,8,40.08,21.65,3.1
59341,2006,6,11,5,49,35.46,27.07,3.4
59342,2006,6,11,5,57,36.31,27.67,3.3
59343,2006,6,11,9,32,38.13,22.7,3.3
59344,2006,6,11,10,1,36.16,23.44,3.4
59345,2006,6,11,10,1,40.58,23.18,3.3
59347,2006,6,11,12,23,37.59,20.92,3.7
59349,2006,6,11,16,12,38.12,24.67,2.9
59350,2006,6,11,19,0,38.59,23.67,3.5
59351,2006,6,11,19,16,38.45,22.1,3.2
59353,2006,6,11,21,15,38.35,21.78,3.4
59354,2006,6,11,23,42,38.59,23.68,3.2
59355,2006,6,12,0,17,40.19,25.2,3.6
59356,2006,6,12,0,53,39.37,20.87,3.6
59357,2006,6,12,1,19,38.78,23.38,2.9
59359,2006,6,12,4,18,37.68,20.94,3.2
59360,2006,6,12,4,58,38.99,26.44,3.4
59361,2006,6,12,5,25,37.68,21.01,3.1
59362,2006,6,12,5,47,37.69,21.39,3.1
59367,2006,6,12,15,15,36.5,26.6,3.0
59370,2006,6,12,21,13,35.15,24.02,3.3
59371,2006,6,12,22,41,37.8,21.27,3.5
59374,2006,6,13,2,25,37.79,21.95,3.6
59376,2006,6,13,10,38,38.83,25.74,3.2
59378,2006,6,13,14,4,36.45,27.76,3.1
59380,2006,6,13,15,19,38.79,22.98,2.8
59381,2006,6,13,15,30,36.39,23.29,2.9
59382,2006,6,13,16,0,38.12,23.26,2.6
59383,2006,6,13,21,36,40.46,25.88,3.7
59386,2006,6,14,0,18,37.69,20.88,3.4
59387,2006,6,14,0,55,38.66,23.78,3.2
59389,2006,6,14,1,33,37.61,20.93,3.0
59392,2006,6,14,5,37,35.87,24.09,3.1
59393,2006,6,14,6,59,36.11,24.0,3.2
59396,2006,6,14,16,19,38.6,23.43,2.6
59398,2006,6,14,23,55,38.18,21.92,3.1
59399,2006,6,15,1,9,35.44,26.88,3.4
59400,2006,6,15,2,18,35.43,24.14,3.4
59401,2006,6,15,3,0,37.68,20.94,3.1
59403,2006,6,15,9,7,35.64,27.17,3.6
59405,2006,6,15,9,32,38.72,25.59,3.4
59406,2006,6,15,10,54,38.37,21.92,3.3
59408,2006,6,15,11,30,34.93,24.67,3.9
59409,2006,6,15,12,27,37.61,20.91,3.7
59410,2006,6,15,14,14,38.9,24.14,3.2
59413,2006,6,15,21,47,37.59,22.68,3.1
59415,2006,6,16,0,36,34.85,24.96,3.3
59417,2006,6,16,6,26,38.5,23.61,2.7
59418,2006,6,16,6,49,38.33,24.2,2.7
59420,2006,6,16,9,53,38.84,23.56,3.0
59421,2006,6,16,12,1,38.59,23.57,3.0
59422,2006,6,16,13,8,39.98,23.36,3.0
59423,2006,6,16,13,54,35.37,26.95,3.0
59424,2006,6,16,15,2,37.82,20.89,3.1
59426,2006,6,16,19,42,40.02,23.12,2.6
59427,2006,6,16,20,10,39.96,23.49,2.8
59428,2006,6,16,20,46,40.0,23.31,3.3
59430,2006,6,16,21,43,38.69,22.76,2.8
59431,2006,6,16,22,20,40.09,20.78,3.2
59432,2006,6,16,22,34,38.72,22.76,3.2
59436,2006,6,17,2,20,38.71,22.77,4.0
59437,2006,6,17,2,25,38.7,22.8,2.7
59438,2006,6,17,2,55,38.68,22.78,2.6
59439,2006,6,17,3,6,38.53,21.48,3.2
59440,2006,6,17,3,12,38.55,21.43,3.0
59441,2006,6,17,3,36,38.7,22.76,3.2
59442,2006,6,17,4,8,38.56,21.42,3.0
59443,2006,6,17,4,25,38.72,22.8,2.6
59444,2006,6,17,5,6,38.56,21.42,3.0
59446,2006,6,17,5,49,37.4,22.08,3.0
59447,2006,6,17,6,4,35.42,25.13,3.5
59448,2006,6,17,6,12,38.53,21.53,2.9
59449,2006,6,17,6,51,38.55,21.44,3.0
59450,2006,6,17,8,8,38.82,23.47,2.9
59451,2006,6,17,9,56,39.97,23.32,3.3
59453,2006,6,17,15,10,38.38,23.82,3.5
59454,2006,6,17,16,20,39.88,23.57,3.2
59455,2006,6,17,16,22,39.95,23.22,3.4
59456,2006,6,17,16,23,39.95,23.53,3.0
59457,2006,6,17,16,31,38.73,22.75,3.3
59458,2006,6,17,19,39,37.89,26.71,3.2
59459,2006,6,17,20,6,38.72,20.98,2.8
59462,2006,6,17,21,3,39.45,19.93,2.8
59463,2006,6,17,21,10,38.53,21.5,2.7
59464,2006,6,17,22,34,38.15,22.19,3.0
59465,2006,6,17,22,59,39.97,23.35,3.4
59467,2006,6,17,23,9,38.83,21.08,2.7
59469,2006,6,17,23,26,38.78,22.76,3.2
59471,2006,6,17,23,31,38.52,21.53,2.8
59474,2006,6,18,0,0,38.5,21.5,3.0
59476,2006,6,18,0,25,37.69,21.36,2.6
59477,2006,6,18,0,30,38.51,21.47,2.7
59484,2006,6,18,3,26,36.34,23.05,2.6
59485,2006,6,18,4,28,38.62,22.73,2.7
59486,2006,6,18,5,49,39.78,23.21,3.0
59488,2006,6,18,6,39,38.54,21.52,3.2
59492,2006,6,18,11,4,38.37,22.0,2.9
59493,2006,6,18,11,9,40.39,23.91,2.9
59500,2006,6,18,16,25,38.71,22.78,3.3
59501,2006,6,18,16,46,35.95,23.38,2.8
59502,2006,6,18,17,4,38.66,23.8,2.8
59504,2006,6,18,18,55,38.5,20.56,3.3
59506,2006,6,18,20,11,37.5,24.05,2.6
59510,2006,6,18,22,40,37.78,20.96,3.0
59513,2006,6,19,4,56,38.54,23.53,2.7
59514,2006,6,19,5,57,37.87,26.03,3.7
59516,2006,6,19,6,19,37.89,26.06,3.2
59517,2006,6,19,13,34,37.87,21.34,2.9
59518,2006,6,19,17,46,37.88,21.02,3.2
59519,2006,6,19,19,6,39.72,23.59,3.3
59520,2006,6,19,20,54,36.34,23.21,2.8
59521,2006,6,19,21,21,40.01,23.12,3.2
59522,2006,6,19,21,28,38.93,22.93,3.1
59526,2006,6,20,1,21,39.82,20.69,3.3
59527,2006,6,20,1,33,36.24,23.43,3.6
59528,2006,6,20,2,3,38.58,23.11,2.9
59529,2006,6,20,2,21,37.74,20.86,2.9
59530,2006,6,20,2,31,38.55,21.44,3.2
59531,2006,6,20,2,36,38.57,21.44,3.2
59532,2006,6,20,8,26,38.84,24.54,3.2
59533,2006,6,20,9,14,38.46,20.59,3.2
59534,2006,6,20,9,28,38.82,23.47,3.0
59535,2006,6,20,10,31,38.82,23.48,3.0
59536,2006,6,20,18,21,38.52,23.56,2.6
59537,2006,6,20,19,0,38.19,22.91,2.7
59538,2006,6,20,22,10,36.27,24.07,3.1
59540,2006,6,21,0,41,37.65,20.88,2.8
59542,2006,6,21,3,12,38.99,20.63,3.2
59543,2006,6,21,6,17,39.45,20.95,3.3
59544,2006,6,21,6,58,38.1,23.54,2.7
59545,2006,6,21,8,21,38.89,20.68,3.1
59546,2006,6,21,8,38,36.35,24.18,2.9
59549,2006,6,21,11,17,38.11,21.33,3.2
59550,2006,6,21,12,38,39.35,20.84,3.5
59551,2006,6,21,12,41,39.52,21.13,3.0
59552,2006,6,21,12,49,39.38,20.88,3.1
59553,2006,6,21,13,43,39.35,20.89,3.3
59556,2006,6,21,15,54,38.92,20.59,4.2
59559,2006,6,21,18,15,37.96,22.54,2.8
59560,2006,6,21,18,24,38.04,22.9,3.2
